description,rating,format,genre
단 분만에 상류층 입시비리를 개박살낸 전교등 고 강익찬자신의 성적을 지키기 위해 불가능한 싸움을 벌인다,9.73,story,drama
대학 졸업을 앞둔 학년 졸업반 박훈그리고 그의 친구 복민수올해안에 그에게서 졸업하기 위해 노력하는 이야기,9.79,episode,drama
욕구로 가득한 소녀 순백희 찌질한 백희는 피아노로 반 아이들에게 인정받을 수 있을까,9.32,story,drama
우정에서 시작하는 현대 혁명 판타지   얘들아 들어봐 내가 약 년 전에 죽은 엘프 하나를 데리고 왔는데 얘가 나한테 엿을 줘 맛있겠네 야  달 단위 비정기 연재,9.74,story,drama
우리의 사춘기 토요일 연재 ,8.77,omnibus,drama
달랑 핸드폰 하나만 주어진 채 무인도에 버려진 성바다 무인도에서 방송인으로써 성장해나가는 바다의 코믹 생존 드라마,8.9,story,drama
좋아하는 그사람이 유령이 되었다 업무 문의  ,9.44,story,drama
소꿉친구였던 임수아와 백도경 과거 어떤 사건 때문에 사이가 틀어졌었지만 우연히 같은 대학 같은 학과에서 다시 만나게 되면서 끝났다고 생각한 둘의 관계가 다시 시작된다 년째 학교생활을 하면서 눈만 마주치면 싸우게 되는 둘 하지만 이 둘에게는 아무에게도 말하지 못할 비밀이 있는데,9.8,story,drama
여주인공 구하나는 평소 좋아하던 지여준에게 생일선물을 주려고 마음먹는다아무도 없는 도서실에 그를 부르고 선물을 책장 위에 숨겨놓은 채  잠깐 화장실을 갔다일을 마치고 돌아오니 도서실은 깜깜해져 있었고 거기엔 지여준의 시체가 있었다그리고 시체 옆에는 피 묻은 선물상자가 나뒹굴고 있었다,9.88,story,drama
남자를 따라 옆집으로 이사 온 스토커 그를 위해 어떤 짓까지 하게 될까,9.62,story,drama
삶에 이물감을 잘 느끼는 주인공 조금 더 즐겁게 사는 법에 대하여,9.74,story,drama
난임 부부가 임신을 하기 위해 겪어야 하는 일들을 최대한 상세하게 알려주기 위한 웹툰입니다난임병원 인공수정 시험관 등등공개적으로 말하기 어려운 부분이 많은 만큼 정보가 많지 않은 분야직접 맨 땅에 헤딩하는 방식으로 하나씩 체험하면서 알게 된 내용들을주변에 정보가 없어 힘들어 할 난임 부부들을 위해 만화로 정리해 봤습니다신혼 부부들 만이 아닌 차후 임신을 준비하는 많은 분들이 보고 참고가 되었으면 합니다 ,9.76,story,drama
배낭 하나 메고 스페인을 횡단하는 산티아고 순례길그곳에서 만나는 수많은 여행자들의 이야기,9.84,story,drama
이태리에서 직장인이 된 늘보가 들려주는 이태리의 문화 음식 생활 일상이야기,9.92,episode,drama
호랑이 굴에서 살아남기 위한 아이들의 고군분투 생존기,9.91,story,drama
인연을 쌓는 닻별의 일상이야기  자유연재 중,5.88,episode,drama
자신의 길은 스스로 정하기로 결정한 학교 밖 청소년 에세이 형식으로 자신이 주인공인 만화를 그리기로 결정했다 자퇴생으로서의 경험을 만화로 담았습니다,9.62,story,drama
어렸을때 꾼 꿈 때문에 트라우마를 지니고 살게 된 고등학생 정하늘 학교에서 주미도라는 학생을 만나며 자신이 과거의 기억을 잃었다는 걸 깨닫게 되고 다시 한번 더 꿈의 장난에 휘말린다,8.42,story,drama
캠퍼스 길고양이들과 공대생 집사의 성장이야기  부 자유연재   인스타그램  고양이 관련 질문 페이스북  닲과 우미네 ,9.84,story,drama
진짜귀신 때려잡는 짜세나는 내무생활,9.06,story,drama
남들 다 간다던 군대 부르길래 나도 가봤다 군대도 똑같이 사람 사는 공간이다하지만 과연 그는 자기 부대가 해체될 줄 알았을까,9.59,episode,drama
,9.75,story,drama
그녀는 완벽한 남편의 사랑을 받고 있다매주금요일오전,9.63,story,drama
정부에 의해 키워진 유전자변형의 초능력자  기관에서 탈출 후의 이야기,9.56,story,drama
전남친의 오랜 가스라이팅으로 자아를 잃어버린 재영 그런 재영의 앞에 나타난 해온은 지금껏 재영이 만나왔던 사람들과는 뭔가 다르다 과연 재영은 자아도 찾고 새로운 사랑도 할 수 있을까 매주 수요일 업로드,9.28,story,drama
또라이 천재작곡가 수리는 앞집의 소음신고로 인해 집에서 쫓겨날 위기에 처한다 이에 앞집사람이 누군지 몰래 찾던 중 앞집이 같은 학교 학생이라는 걸 알게된다 입학 첫날부터 앞집을 찾다가 윙그룹 해일과 얽히게 되는데연재주기  화요일 시분 주연속 연재 후 주 휴재,9.44,story,drama
골목식당에서 펼쳐지는 상큼 발칙 로맨스 판타지 밥 잘 차려주는 장금이 잘생긴 백종원을 만나다,9.83,story,drama
평범한 생활을 보내는 김지현 소문도 이상하고 하는 짓 은 더 이상한 이가연 둘의 힘든 성장과 약간의 로맨스 이야기,9.6,story,drama
난생 처음 사랑에 빠진 왈가닥 소녀 차지우 하지만 첫사랑 상대의 옆엔 항상 거슬리는 그 녀석이 붙어있는데저 녀석을 어떻게 처리하지 달라도 너무 다른 두 집단의 좌충우돌 성장 드라마   자유연재,9.7,story,drama
남극에서 살아가는 얼음 인간들은 빠르게 녹는 빙하로 인해 삶의 터전이 점차 사라져간다 더 이상 두고 볼 수만 없었던 얼음 인간들은 빙하를 녹게 하는 원인을 찾아내 없애기로 하는데,9.67,story,drama
어느 날 서울에 쏟아진 유성우 그 장관을 보기 위해 나간 민영은 그만 쏟아지던 유성 중 하나에 맞아 쓰러지고 마는데 이런 애들이 한둘이 아니었다고 구사일생으로 살아났으나 꾸준한 치료와 감시를 받아야 하는 몸이 되어버린 아이들 치료가 끝날 때까지 남은 기간은 년 강제로 기숙학교에서 생활해야 하는 아이들끼리 동고동락하며 벌어지는 우정과 사랑 그리고 오해와 갈등 질풍노도의 시기 서로가 쉽지만은 않겠지만 그래도 년 동안 잘 부탁해,9.51,story,drama
게이트가 폭주하는 원인은 모두 너 때문이야하급 능력자 최슬기 세상에는 정체를 숨기며 게이트를 처리하고 다니던 빌런과 만남을 계기로 또 다른 능력이깨어나면서 모든 게이트의 폭주가 가속화된다,8.63,story,drama
대 평범한 직장인의 갑작스러운 퇴직후 살아가는 실제 이야기,9.68,story,drama
우유부단하기만 했던 한 소년 선호사랑하는 사람을 구하기 위해 스스로 저주에 걸려 괴물과 싸워나간다,9.81,story,drama
고딩 인플루언서 렌즈홍 엄청난 실체가 밝혀진다,9.55,story,drama
시카의 단편,9.93,omnibus,drama
정년퇴임을 앞둔 대 구혜란 취준생 대 은초아 그리고 소녀 가장 대 김새록 혼자 살아가던 세 명이 만나 서로를 치유해나가고 식물을 통해 사람들에게 위로를 건네는 이야기,9.83,story,drama
초자연적인 힘을 가진 존재 이데아 그리고 자신의 이상을 이루기 위해 이데아를 죽여야만 하는 소년,9.83,story,drama
세기 프로이센 인간 파우스트를 둘러싼 신과 악마 메피스토펠레스의 내기 과연 승자는,9.72,story,drama
잡귀들린 아이들이 우연히 만나 모여서 국내 최대 마약 조직의 검은 돈을 훔치려 한다생각 했던것 보다 더 위험한 곳에 발을 들인 아이들은 어떻게 될까,9.63,story,drama
한적한 시골 마을에 사는 명랑한 소녀 영주어느 날부터 영주가 사는 마을 뒷산에 대한 흉흉한 소문이 돌기 시작한다그 곳에서 벌어지는 일들은 과연 주간격 연재,9.66,story,drama
게임폐인 최노리 어느날 갑자기 게임 속심지어 내가 깼던 게임 빨리 깨고 현실로 돌아가려는 최노리하지만 게임은 암것도 아닌데 다른 것들이 앞길을 막는다,9.49,story,drama
불법으로 운영되고 있는 심리 게임장에어느날한 천재가 들어왔다,9.82,story,drama
차 세계대전이 발발한 멀지 않은 미래전쟁을 피하기 위해 각 나라를 이탈한 피난민들이 모여 만든 도시 칼렘 기억력이 남들보다 뛰어날 뿐인 평범한 테노는 어느날 범죄 조직인 루나이트에게 딸 아이를 살해 당한다 범인을 가리키는 확실한 증거가 있음에도 도시에 뻗어있는 루나이트의 영향력 때문에 좀처럼 잡힐 기미가 보이지 않았다하루하루를 참담한 기분으로 살던 어느날테노가 일 하던 바에서 단골 손님인 이호가 술에 취해 흘리고 간 핸드폰을 주웠다가 큰 소동에 휘말리게 되는데,9.9,story,drama
서자출신으로 출세길이 막혀있던 시온은 스승의 천거로 세자익위사로 임명되는데 임금으로부터 생각지도 못한 이야기를 듣고 당황한다 바로 세자가 여자라는 것 여자인 세자를 호위하게 된 시온과 조선의 왕세자 이현의 사랑과 성장스토리,9.77,story,drama
서울을 배경으로 한 좀비 아포칼립스 만화 격주연재,9.65,story,drama
탁구에 미친 사단장의 부임으로 평화롭던 제 보병 사단은 훈련 과목에 탁구를 추가하게 된다군대에서 뜨겁게 탁구치는 한국형 청춘 스포츠물 오탁구,8.68,story,drama
대인 공포증을 앓고 있는 복숭은 갑작스러운 사고로 다친 아빠를 대신해 치킨 배달을 해야만 한다 매주 목요일에 업로드 됩니다 ,9.65,story,drama
아픈과거를 가지고 있는 솔이 자꾸 다가오는 후배 체이 과연 솔이는 마음의 상처를 극복할 수있을까 매주 화요일 업로드,9.8,story,drama
어린 나이에 꿈을 포기하게 된 아이들의 성장 이야기,9.22,story,drama
학창시절 내내 학교폭력에 시달린 오흥선 그리고 흥선을 괴롭혔던이차진 데뷔를 앞두고 둘은 계획적인 만남을 갖게 되는데,9.26,story,drama
다른 사람에게 죄가 인식되지 않는 촉법 능력을 가진 윤여몽과 그 주변에서 일어나는 이야기,8.5,story,drama
라피카의 양친은 전쟁에 나가 목숨을 잃었다 전쟁 중 그녀의 부모에게 은혜를 입었다는 트로이드 백작은 그녀를 양녀로 들인다 그로부터 년이라는 시간이 지났다 과거와 비교할 수 없는 호화로운 생활 하지만 라피카는 이 모든 것을 뒤로하고 저택을 나가겠다는 마음을 먹는다그러나 뜻대로 흘러가지 않는 현실 그런 라피카의 눈에 전쟁 영웅이라 불리는 아이든이 나타난다,9.81,story,drama
자유연재 인간에 대한 불신을 가지고 있는 이하루애매한 관계의 친구 홍성경 항상 자신에게 구애하는 배우연그리고 그 사이에 나타난 윤하늘로 인해 이하루는 겪어보지 못한 감정을 느끼게 된다이하루를 둘러싼 다각관계 로맨스,9.4,story,drama
탐정 앙드레와 외계인조수 옥토끼 진실에 가까워지기 위한 두 유기체의 일상,9.93,story,drama
경기예술고등학교 만화애니메이션과 기 창작만화반,9.73,omnibus,drama
이 만화는 만화 속 시대에서 일어나는 픽션일 뿐 현재 일들과는 무관함을 알려드립니다이 만화는 특별한 시대적 배경이 없는 작가가 만들어 낸 시간과 공간에서 벌어지는 스토리입니다옷이나 배경 직위 등이 비교적 자유로울 수 있으니 참고하여 감상해주시길 바랍니다,9.68,story,drama
여배우 안태이를 둘러싸인 질투와 집착의 이야기,9.39,story,drama
학교 극장을 관리하는 유령과의심많은 연극부 말단 한 명둘은 과연 힘을 합쳐 연극의 비밀을 지켜내고 망조가 든 대학교 연극부를 되살릴 수 있을까 매주 금 업로드,9.58,story,drama
곰인형 덕후  강단 입학첫날 성덕되다이름때문에 아슬아슬 두근두근 썸과 사랑이 펼쳐질 단이와 민형 그리고 종현의 짝사랑 로맨스  자유연재  ,9.14,story,drama
김우주 동명이인의 두 남자 이름은 같지만 서로 다른 콤플렉스를 가진 두 남자의 해변 라이프 성장기  매주 수요일 저녁 업로드,9.33,story,drama
세계 최초로 감정을 지닌 로봇인 메이드봇 모파스 호기 어느 날 일어난 사건이 그녀의 복수심과 함께 모든 인간적인 본능이 깨어났다 국가는 이 사건은 은폐해버리기 위해 그녀를 제거하기로 한다 그러나 추격당하는 그녀를 도와주는 의문의 집단 그리고 그들까지 없애려는 정부년 인류의 새로운 혁명을 이끌 전쟁이 펼쳐진다격주 연재,9.47,story,drama
도박판의 타짜가 연애의 고수가 될 수 있을까 ,8.7,story,drama
한국이다 일본 기업의 유일한 외동딸 호시미야 카오리 문화를 동경한지 어언 몇년 드디어 꿈에 그리던 한국에 도착하게 되는데 매주 일요일 밤 업로드,8.14,story,drama
보증때문에 모든걸 잃고 빚쟁이들로부터 쫓기는 신세가 된 차재벽은 죽기 전 가족들과 처음이자 마지막 여행을 떠나기로 하는데 매주 금요일 연재,9.03,story,drama
하루 네 컷 월화수목금 업데이트 됩니다반지하에 혼자 사는 직장인 미아씨매일 야근에 시달리며 묘하게 신경을 긁는 상사들 틈에서 어떻게 지내고 있을까요,9.45,episode,drama
저승으로 가지 못하는 귀신들을 위해 저승으로 갈수 있는 옷을 제작해주는 양복점의 사장최 도하와 어려서부터 귀신을 보는 그녀 한 채아가 양복점 인턴생이 되어 벌어지는 현대 로맨스 판타지,9.3,story,drama
운명 같은 사랑을 꿈꾸는 로맨스 소설 마니아 김다온 남사친이 두 명 생겨버렸다사랑과 우정 그 사이에서 운명을 찾을 수 있을까,9.77,story,drama
모두가 기피하는 섬에서 공중보건의사로 근무하게 된 성형외과 전문의 도지의과연 년을 무사히 버티고 탈출할 수 있을까,9.75,omnibus,drama
동화의 저주가 무작위로 발현되는 세상에서 부모님이 마녀에게 납치당한지 년째부모님을 되찾고 싶은 헨젤 서환영과 동생의 저주를 풀어주고 싶은 마녀 백미리의 협력기,9.67,story,drama
사고로 잃은 가족을 찾아 시간 여행을 떠나는 주인공을 통해 가족의 소중함과과거 년대의 향기 그리고 현재와 변화된 미래에서 나를 만나는 이야기,9.55,story,drama
자립형 사립 고등학교 사율고 가을 금요일 기숙사생 중 귀가하지 않고 기숙사에 잔류하는 명은 갑작스런 통제에 이끌려 방마다 격리된다 건물의 출입이 통제되고 사감의 방송을 통해 전염병으로 인해 건물이 격리되었음이 밝혀진다,9.59,story,drama
돈이면 다 된다  돈에 미친 인터넷 방송  도범례 어느 날 그는 돈벌레의 저주에 걸려 돈벌레 인간이 되고 마는데,8.63,story,drama
병을 낫게 해주는 계단이 있다 어느날 등장한 계단을 둘러싼 이야기,9.6,story,drama
여자프로야구가 대세로 떠오른 지금청춘을 다 바쳤지만 꿈을 이루지 못한 채 실패한 유망주로 은퇴한 야구선수 나린어느 날 그녀에게 인생을 재시작 할 수 있는 기회가 찾아오는데매달 일일일 연재,9.82,story,drama
산 자는 발 들일 수 없는 무주고혼책임지는 자 없어 외로운 영혼의 산 무영산그대는 무엇을 찾기 위해 이 산에 올랐는가무영산을 둘러싼 신 혼 요괴의 이야기 그리고 두 소년의 성장 드라마가 시작된다,9.4,story,drama
 아빠와 가족 드라마를 찍어가며 세계적인 로 성장한 화이트 폴 세계가 우리 무대 들의 을 향한 열정과 삶을 담은 일상 드라마 과연 이들은 예상치 못한 새로운 갖가지 갈등을 극복하고 꿈을 이어나갈 수 있을 것인가    일렉트로닉 댄스 뮤직 자유 연재 중,9.84,story,drama
막노동 새벽인력시장을 배경으로 한 스물일곱 청년의 꿈과 사랑을 그린 청춘성장드라마 자유 연재,9.77,story,drama
절대아기 팥아기와 쿵이가 외계인 신하들과 함께 벌이는 우주스케일 모험담 매주 목요일 아침에 만나요,9.55,story,drama
더러운 도시의 심부름꾼 맥의 이야기,9.77,story,drama
웹툰 속에 살고 있는 엑스트라 정서연은 신웹툰 작가의 연출로 유일한 친구 전수진을 잃게 된다 그리고 그때 생긴 웹툰 속 주연 인방들의 캐릭터설정 서연은 신이 정한 웹툰의 이야기를 망가트리고 신에 대한 복수를 다짐한다,9.6,story,drama
년전 학교동창들을 살해한 연쇄살인사건 그 내막엔 더 깊고 복잡한 증오로 연결되어 있는데어머니가 마저 해결하지 못한 사건을 해결하려는 변호사 강수혁 그리고 또 다시 보내온 범인의 살인예고 이번엔 그 증오를 끊어낼수 있을까월요일 오후 시 격주 업로드,9.74,story,drama
매주 토요일 연재 네이버 최강자전리메이크스트릿브랜드 디나운스온전한 나 자신을 찾아가는 청춘들의 패션 이야기원하는 옷과 신발을 장착할 때 비로소 자기 자신이 자유로움을 느낀다스트릿패션을 사랑하는 사람들과 함께 강안은 자신의 정체성을 찾아가고틀에 갇힌 사회를  맹렬히 비난하고자 한다,9.75,story,drama
겉으로 보기엔 평범 아니 그 이상으로 부족함 없는 환경에서 자랐지만 그 누구에게도 말 못 한 사연을 가진 사남매가 있다 이들은 특별한 인연들을 만나면서 각자 놓치고 싶지 않은 무언가가 하나씩 생기게 된다 사랑 우정 꿈 그리고 가족과 같이,9.8,story,drama
진짜 어른이 되어가는 스무 살 청춘들의 성장 이야기,9.88,story,drama
태양계 밖에도 인류가 터전을 이루어 살아가는 먼 미래인류의 발달한 공학기술은 이내 사람과 닮은 로봇을 대중화시키기에 이른다 인간형 안드로이드 케이트는 평화로운 행성 에덴에서 살아가던 중 예기치 못한 비극에 휘말리게 되는데,9.82,story,drama
일식과 월식이 일어나면 괴물이 나오는 세계 부족의 운명을 건 소녀의 모험,9.51,story,drama
정체불명의 존재 크림슨 크로스에 의해 세상은 한차례 종말을 맞이한다 멸망과 함께 모습을 감춰버린 크림슨 크로스 그리고 사라진 그의 진실을 쫒는 자들의 이야기 본격 판타지 군상극,9.78,story,drama
모종의 이유로 호랑이에게 고백을 하게 된 여우와 받은 당사자인 호랑이여우는 왜 나에게 고백을 한 걸까풀리지 않는 의구심은 시간이 지나며 모습을 드러낸다,9.46,story,drama
근 미래 외계문명에 삼켜진 인류 수많은 종족과 어룰려 살게 된 세상에서 디플로마티코라 불리는 해결사들이 종족간의 크고 작은 문제들을 해결해 나간다 사소한 사건들의 끝에서 드러나는 우주의 커다란 비밀,9.75,omnibus,drama
인간이 한군데 뭉쳐 소용돌이치는 혼란의 시대 백귀야행의 한복판에서 복수를 바라는 자 최강을 노리는 자 사랑을 갈망하는 자가 모였다 청년들이여 들끓는 욕망에 불을 붙여라,9.59,story,drama
자기 앞가림하기 급급한 태은 친구들이 자기가 생각하는 어른의 모습을 갖춰가자 초조해진다 그와중에 자취방 천장이 내려앉아 집까지 나오게 됐는데 좋아하는 사수 윤성의 심부름마저 제대로 하지 못해 윤성의 친구 정문의 아끼는 도자기를 깨뜨린다불면증에 시달리는 웹툰작가 정문 떠나보낸지 얼마 안된 고양이가 생각나는 태은의 머리카락을 만지고 숙면을 경험하는데,9.72,story,drama
사람들은 죽기 전 과거의 자신에 대한 후회를 하거나 이루지 못한 것에 대한 미련을 가집니다 그러나 대부분 이를 해결하지 못하고 가지요 그렇지만  사무소와 함께라면 불가능하지는 않답니다 당신의 마지막 소원은 무엇인가요 저희가 이뤄드리죠,9.68,omnibus,drama
신인 남돌그룹의 막내 최윤서에겐 비밀이 있다 한 달에 한 번 성별이 바뀐다는 것,8.39,story,drama
하늘 신은 벌을 받아 인간 하지은세여을 수호하는 직무를 맡게 되고 전생으로부터 이어져온 신과의 악연으로 지은은 앞으로 벌어질 파란만장한 운명에 직면한다 신은 울며 겨자 먹기로 지은의 수호신이 되는데,9.16,story,drama
성우가 되고 싶은 보라의 성장 로맨스,9.72,story,drama
강아지와 사람 이야기,9.92,episode,drama
년 월음 어느 날 인조반정으로 폐위 후 제주도로 유배된 광해군에게 이순신의 측근이자 임진왜란 당시 휘하에서 전쟁을 함께 겪어낸 송희립이 찾아왔다 그는 이순신의 죽음에 대한 의문을 드러내며 광해군에게 찾아온 이유를 밝히는데 년 동아시아 최대의 전쟁 임진왜란 조선이 처한 현실과 정치적 상황에서 고뇌하는 광해군이 유성룡 이순신과 함께 국난을 이겨내는 이야기가 시작된다 원작  소설 광해와 이순신,9.6,story,drama
의족을 차고 있는 외발 소년의 익스트림 스포츠 성장 드라마,9.33,story,drama
걸어 온 매 순간이 개판오분전순탄하게 흘러가지 않았던 일상의 발자취,9.66,story,drama
게임성이 사라진 대한민국 게임업계 이야기를 다루려고 합니다  매주 월요일에 연재됩니다,9.72,story,drama
사람과 사람사이의 단편 이야기들,9.27,story,drama
소설 지킬 박사와 하이드 씨의 등장인물 헨리 지킬 그의 후손인 휴고에게 자신을 하이드 라 칭하는 제  인격이 나타난다 자유연재,9.8,story,drama
모든 게 완벽한 평강 딱 하나 부족하다면 연애 경험이 없는 모태 솔로어렸을 때부터 아빠에게 듣던 온달과의 시집을 귀에 달고 살아서시집이 아닌 첫 연애를 온달이라는 동명인 사람과 연애를 하고 싶은 이름 로망이 생겨버렸는데과연 평강이는 진정한 온달을 찾을 수 있을까,9.54,story,drama
,9.85,story,drama
지친 마음을 안고 우연히 방문한 낡은 서프 샵 써니서프 그곳에서의 경험은 내 인생을 송두리 째 바꾸었다,9.67,story,drama
다비와 주희는 퇴사 후 함께 여행을 떠나기로 한다하나부터 열까지 하고 싶은 대로 해야만 하는 주희 마음에 들지 않은 부분이 있어도 표현하지 않는 다비너무나 다른 성향을 가진 둘은 무사히 여행을 마칠 수 있을까,9.82,story,drama
당신이 사랑했던 계절은 언제인가요 세 쌍의 이별 커플들의 연애 과정을 시청하는 이야기,9.73,story,drama
한강대 새내기 이어진과 미궁에 빠진 연쇄살인사건,9.28,story,drama
세 취준생 세 아저씨와 몸이 뒤바뀌다 청년세대와 어른세대의 대신 살아보기 프로젝트 세대 간의 갈등을 넘어 공감과 소통의 이야기를 담아봅니다,9.57,story,drama
지진으로 세상이 뒤집힌 날 목화의 전부였던 엄마가 사라졌다목화는 엄마를 찾아 무너진 도시로 길을 떠나고 어른들이 모두 사라지고 아이들만 남은 세상을 맞이하는데,9.62,story,drama
각자 다른 고민을 지고 살아가는 사람들 서로에게 버팀목이 되어주는 이야기 당신만의 연리지를 만났나요매주 월요일 오후 시 업로드,9.87,omnibus,drama
,9.87,story,drama
몸이 바뀌어버린 미나와 은주 하필 가장 싫어하는 사람과 몸이 바뀌다니성격부터 외모까지 전부 극과극인 그녀들은 무사히 몸을 되찾고만 싶은데생각도 못했던 사랑 흔들리는 자아 그녀들은 어떤 선택을 내리게될까,9.73,story,drama
절대 이어질수 없을것 같은 싱글 남녀들을 맺어 주기 위해 타락천사 큐피트가 운영하는 결혼정보회사 이야기,9.47,story,drama
이름이 같은 두 남녀 완전히 다른 삶을 살아가고 있던 두 사람은 불의의 사고로 병원 옥상에서 추락하게 된다 이후 두 사람의 운명은 완전히 바뀌어 버리고 무표정했던 현실은 잔인한 모습으로 변모해 있다,9.68,story,drama
,9.87,story,drama
조직의 복수를 위해 재벌고에 잠입한 조직원 이다경 이 회장의 아들을 찾아 나서 학교생활을 시작한다,9.3,story,drama
삶과 허무주의  그저 이성에 호소할 뿐,9.89,episode,drama
강력범죄자를 대상으로 연쇄 살인이 일어나는 현대의 대한민국 어느 날 안나는 뱀파이어가 사람을 습격하는 현장을 목격하게 되고,9.79,story,drama
토리타운이라는 애니메이션을 만드는 이야기입니다,9.46,episode,drama
만화에 꿈에 올인하기로 나선 아홉수 웹툰 작가 지망생 김수호 만화를 싫어하는 시나리오 작가 지망생 하소민성격도 취향도 완전 다른 두 사람이 콤비가 되어 치열한 경쟁속에서 최고의 웹툰작가에 도전하는 청춘 드라마 이야기,8.12,story,drama
재벌세 라일락을 중심으로 벌어지는 각자의 사연을 가진 사람들의 사랑과 파벌에 대한 이야기,9.64,story,drama
가장 서투르고 순수했던 열여섯과 스물 그 사이                                                                                                                                             년이 지난 지금도 잊지못할 그 년은 울고 웃고 싸우고 설레었다,9.05,story,drama
저의 이야기를 아름다운 당신에게 여자는 길가에 열린 사과와 같다 사과는 아무에게나 따먹히고 길가에 버려지는 존재이다살 여고생 김문영의 세상을 보는 방식은 이렇다 이 생각은 과연 변화될 수 있을까 당분간 자유연재,9.88,story,drama
세상살이가 고단한 대학생 강소신 조건없는 사랑을 주는 수상한 단짝친구 아람과 재회한다,9.83,story,drama
연애보다는 자기 일이 가장 좋은 남녀 자기 실력을 인정받고 자기 일이 가장 좋은 아트디렉터 유봄 실력있고 인정받는 아이돌가수에서 홀로서기를 하며 일 좋아하고 사람좋아하는 가수 김태식 자기 일이 가장 중요하고 자기 생활이 가장 중요한 남녀의 연애 이야기,9.87,story,drama
,9.89,story,drama
살인을 저지른 한 남자의 이야기  격주 연재,9.62,story,drama
아빠의 폭력에 결국 병에 걸리고만 엄마를 구하기 위해 과거로 돌아가는 딸 유진자신의 목숨을 걸고 엄마와 아빠 사이를 훼방 놓는데,8.21,story,drama
파트리아 대공국은 테라페마 황국과의 약속에 따라 대공녀가 살이 되면 황태자비로 시집을 보내야 한다 그러나 알 수 없는 대공녀의 정체는 가려진 채 결혼 시기가 다가온다 파트리아의 시골 마을 한 집안의 귀염둥이 막내딸 라피스는 어느 날 갑자기 궁정 신부 학교에 들어가기 위한 공부를 하게 된다 뒷 배경에는 어른들의 계략이 얽혀 있지만 이 순진한 소녀가 어디까지 알 수 있을까,9.72,story,drama
알수없는 집단이 만든 바이러스로 인해 모두가 괴물로 변하게 되는 세상그 세상에 남은 사람들이 모인 저항군과 혁명단그 둘의 대립과알 수 없는 바이러스와의 끊임없는 전쟁설상가상으로 전기가 발전소에 파견된 군인들이속속히 사라지기 시작하는데,8.04,story,drama
신라고등학교 양궁부의 국가대표 성장드라마,9.86,story,drama
대한민국의 안에는 조선 왕조의 기억을 가진 사람들이 이 시대를 같이 살아오고 있다,9.83,story,drama
남몰래 인형 옷 만드는 취미를 가진 나래에게갑자기 나타난 미니사이즈의 남자애,9.84,story,drama
인간을 포식하는 이종족이 나타났다 인구문제는 해결되지않은 채 심각해져만 가고 야생에 숨어살던 식인종들이 인간들의 영역을 침범하여 연쇄식인범죄를 벌이기 시작한다땅거미가 드리워지는 도시 짙어져만 가는 이종족에 대한 인간들의 증오두 종족간의 갈등 사이에 길을 잃은 미아들이 있었다일 주기 오후 시 업로드,9.7,story,drama
희귀동물 사육 동아리 퍙 브리더스에서 펼쳐지는 미스테리하지만 사랑스러운 이다연과 정준의 나날,9.7,story,drama
과거가 현재의 발목을 잡는 요즘전 학폭 가해자 너튜버 국지만의 나락 탈출기,9.02,story,drama
꿈을 기억하는 남자와 꿈을 잊어버린 여자 몸에서 맛이 나는 남자의 비밀자유연재,9.88,story,drama
고립된 개인의 문제를 공연을 통해 드러내어 해결의 실마리를 던지는 옴니버스 형식 에피소드 힙합 크루 간의 대립과 세력 싸움을 담은 본편으로 이어집니다,8.37,episode,drama
오랫동안 기다려온 그녀에게서 걸려온 한통의 전화 다자란 소년과 소녀는 회포를 풀기 시작하는데  소녀와 얽힌 소년들의 가슴아픈 학원 성장 드라마,9.39,story,drama
스무살이 되자마자 사회에 첫발을 딛고 어느새 년차 직장인이 된 살 안은수경제적으로 자신뿐만 아니라 가족까지도 도울 수 있게 됐지만 그걸로 은수는 정말 어른이 된 게 맞을까제대로 된 어른이 되고 싶은  애어른 은수의 청춘성장드라마,9.74,story,drama
휴학 자퇴 도저히 견딜 수 없는 대학생활 대학에 가서야 적성에 대해 진지하게 생각하게 됐다일반적인 길에서의 이탈하여 홍대에 자리를 잡은 청춘들의 열정적인 자영업 이야기,9.64,story,drama
팀 동료들과 함께 야구를 하는 것만으로도 즐거운 투수와 노력의 결과는 승리로 증명해야 한다는 이기적인 포수고교 야구계를 뒤흔들 황금 세대들의 청춘 야구 스토리,9.7,story,drama
외모 콤플렉스를 마법의 거울로 극복하려는 주인공의 이야기,9.84,story,drama
여고생이 주인공인 깜찍하고 전부 자기 뜻대로 흘러가는 알콩달콩 학원물 인가 과연,8.87,story,drama
,9.79,story,drama
사회성이 떨어지는 게 고민인 하민은 이사한 건물 밑 카페에서 조금 특이한 사람들을 만나게 된다,9.89,episode,drama
뭔가 수상한 대학 커뮤니티 어플 캠모루머의 중심에 선 네 남녀의 익명 추적 로코일 일 일 연재,9.76,story,drama
